payment_id,invoice_id,payment_date,amount,payment_method
4291,332,2025-11-16,249.38,Bank Transfer
4292,45,2025-09-05,2701.03,Other
4293,347,2025-01-29,334.66,Other
4294,207,2025-12-07,954.64,Other
4295,281,2025-09-11,1852.14,Other
4296,45,2024-03-06,262.41,Credit Card
4297,7,2025-07-09,4165.31,Other
4298,226,2025-01-02,2663.19,Credit Card
4299,285,2025-12-10,3296.91,Cash
4300,478,2024-09-21,322.21,Bank Transfer
4301,395,2024-10-01,533.46,Insurance
4302,39,2025-02-09,2058.55,Cash
4303,104,2024-01-04,2016.99,Bank Transfer
4304,146,2025-06-22,1779.76,Other
4305,480,2025-03-05,486.34,Cash
4306,149,2026-03-14,2598.92,Cash
4307,264,2025-07-29,4593.59,Bank Transfer
4308,433,2025-10-30,2418.45,Bank Transfer
4309,446,2025-11-27,2934.24,Insurance
4310,185,2025-06-26,3556.65,Bank Transfer
4311,401,2026-01-08,4255.49,Credit Card
4312,154,2026-02-20,2969.92,Other
4313,236,2024-03-09,4142.75,Other
4314,308,2025-09-04,3803.44,Insurance
4315,291,2025-12-05,1188.20,Bank Transfer
4316,388,2024-09-26,3447.05,Bank Transfer
4317,404,2025-07-08,4532.09,Other
4318,12,2024-12-16,4304.75,Insurance
4319,465,2024-07-26,3277.42,Cash
4320,303,2026-02-03,3022.21,Credit Card
4321,203,2024-03-17,3843.60,Bank Transfer
4322,407,2025-11-26,2253.80,Other
4323,88,2024-10-29,1870.44,Insurance
4324,218,2024-08-21,2201.06,Cash
4325,184,2024-04-23,734.46,Cash
4326,211,2024-07-19,4162.25,Other
4327,300,2025-03-21,1181.47,Cash
4328,499,2025-04-16,1249.63,Credit Card
4329,447,2025-07-27,4181.00,Insurance
4330,283,2025-10-06,1286.95,Other
4331,392,2025-10-11,1700.46,Cash
4332,375,2026-01-16,3181.97,Cash
4333,407,2024-04-27,1679.79,Cash
4334,431,2025-12-23,1249.97,Credit Card
4335,62,2025-03-14,810.14,Credit Card
4336,103,2026-01-14,1642.57,Credit Card
4337,64,2024-09-01,1346.32,Credit Card
4338,123,2025-01-13,4795.29,Cash
4339,397,2024-06-26,132.09,Bank Transfer
4340,250,2024-11-13,3103.89,Cash
4341,113,2025-10-17,2697.28,Cash
4342,195,2025-05-31,975.41,Other
4343,231,2026-02-23,708.93,Other
4344,230,2024-02-04,753.01,Bank Transfer
4345,190,2025-02-15,1582.81,Bank Transfer
4346,451,2026-02-20,1204.68,Cash
4347,346,2024-02-21,2378.56,Other
4348,360,2024-02-26,2414.25,Cash
4349,393,2025-11-20,2906.90,Cash
4350,282,2025-08-10,2208.99,Bank Transfer
4351,136,2024-08-21,3239.62,Bank Transfer
4352,415,2025-08-23,3854.01,Bank Transfer
4353,187,2025-11-01,4664.53,Cash
4354,209,2025-12-18,3380.83,Bank Transfer
4355,450,2025-10-27,3233.45,Insurance
4356,106,2024-09-08,1977.13,Insurance
4357,348,2024-03-24,135.57,Cash
4358,433,2024-09-05,3441.67,Credit Card
4359,36,2024-07-03,990.18,Credit Card
4360,456,2025-02-12,2510.16,Insurance
4361,258,2024-10-16,2233.81,Cash
4362,278,2024-03-29,2084.81,Cash
4363,102,2024-12-16,191.81,Bank Transfer
4364,497,2024-05-11,267.19,Credit Card
4365,260,2026-01-06,3070.44,Other
4366,382,2024-01-10,1409.04,Bank Transfer
4367,458,2025-07-21,1683.96,Cash
4368,322,2024-03-19,3313.12,Other
4369,369,2025-07-25,3686.37,Other
4370,82,2024-03-15,4075.94,Bank Transfer
4371,405,2024-09-09,3184.03,Insurance
4372,282,2024-12-20,2664.07,Credit Card
4373,100,2026-01-31,3422.77,Bank Transfer
4374,198,2025-01-22,4686.37,Insurance
4375,220,2026-01-23,2026.18,Credit Card
4376,316,2024-07-31,319.56,Cash
4377,379,2025-05-14,1083.40,Cash
4378,123,2025-06-01,4788.85,Insurance
4379,149,2025-03-18,4252.54,Bank Transfer
4380,119,2025-06-03,3335.20,Cash
4381,269,2025-06-14,4269.12,Bank Transfer
4382,345,2025-04-06,201.57,Bank Transfer
4383,461,2026-01-22,3794.80,Bank Transfer
4384,130,2024-06-16,2812.13,Bank Transfer
4385,325,2025-06-08,2719.74,Insurance
4386,322,2024-09-17,901.16,Cash
4387,298,2024-09-29,1205.36,Other
4388,23,2024-12-22,3891.92,Insurance
4389,432,2025-08-27,3260.75,Bank Transfer
4390,382,2025-06-07,2970.82,Credit Card
4391,4,2024-05-02,2629.13,Insurance
4392,422,2024-02-20,4556.16,Cash
4393,396,2026-01-02,2370.24,Credit Card
4394,294,2024-08-22,3315.12,Other
4395,283,2025-01-04,3843.99,Insurance
4396,391,2026-02-19,4777.22,Cash
4397,490,2024-01-30,4315.62,Bank Transfer
4398,93,2025-05-05,247.13,Other
4399,123,2025-09-08,4902.71,Bank Transfer
4400,150,2026-01-24,4140.11,Other
4401,450,2025-10-05,2944.67,Bank Transfer
4402,324,2024-07-20,3425.37,Credit Card
4403,401,2026-02-21,2593.88,Cash
4404,469,2026-01-18,1867.43,Insurance
4405,119,2024-09-14,2246.40,Cash
4406,480,2025-12-06,1966.91,Other
4407,21,2024-09-20,3914.44,Insurance
4408,334,2025-11-12,4027.00,Other
4409,32,2024-12-18,3169.45,Bank Transfer
4410,129,2024-12-22,3946.62,Other
4411,88,2025-01-14,2597.61,Bank Transfer
4412,298,2024-04-20,1470.67,Cash
4413,286,2025-04-03,1331.54,Other
4414,89,2024-04-09,3271.57,Other
4415,104,2024-04-10,3885.00,Cash
4416,178,2025-06-17,4449.65,Insurance
4417,393,2025-06-17,2029.01,Other
4418,374,2024-09-20,4024.20,Cash
4419,282,2024-10-13,4235.76,Insurance
4420,166,2026-01-20,2515.73,Bank Transfer
4421,54,2025-11-08,2519.91,Other
4422,346,2025-04-08,3826.51,Cash
4423,16,2024-11-30,2035.74,Credit Card
4424,451,2024-05-12,2087.24,Credit Card
4425,433,2024-10-10,2143.17,Cash
4426,93,2026-02-25,1733.59,Insurance
4427,278,2026-01-24,2101.99,Credit Card
4428,172,2025-05-07,2780.63,Insurance
4429,201,2025-04-16,4512.51,Insurance
4430,430,2026-03-08,189.19,Credit Card
4431,444,2024-04-08,600.49,Credit Card
4432,142,2024-11-25,2830.52,Cash
4433,184,2024-10-08,2438.34,Other
4434,490,2025-06-03,4295.45,Bank Transfer
4435,461,2024-09-28,3462.27,Cash
4436,279,2025-11-25,1773.01,Other
4437,305,2025-02-24,2587.85,Credit Card
4438,247,2026-01-29,2123.91,Credit Card
4439,405,2025-06-29,2963.41,Cash
4440,262,2024-05-27,4583.88,Insurance
4441,57,2024-01-29,1899.88,Insurance
4442,6,2024-06-17,1026.79,Other
4443,261,2024-01-21,1418.35,Credit Card
4444,78,2025-05-17,3943.87,Credit Card
4445,66,2024-10-06,991.07,Insurance
4446,473,2024-11-19,4802.30,Cash
4447,53,2025-03-12,713.18,Other
4448,200,2026-02-01,3090.96,Insurance
4449,482,2024-03-07,2542.48,Cash
4450,61,2024-10-01,3365.43,Insurance
4451,227,2025-04-21,4180.18,Insurance
4452,104,2024-04-29,3455.02,Other
4453,498,2024-07-22,2641.87,Other
4454,407,2025-02-15,754.52,Insurance
4455,262,2026-02-08,2002.43,Cash
4456,48,2025-06-14,3748.30,Cash
4457,290,2024-06-17,2814.82,Bank Transfer
4458,396,2026-02-27,4706.74,Bank Transfer
4459,19,2024-05-13,2196.81,Cash
4460,343,2025-06-09,4440.20,Credit Card
4461,171,2025-11-08,2798.42,Other
4462,383,2025-08-03,2349.57,Credit Card
4463,192,2025-10-23,1561.67,Other
4464,407,2024-11-18,3886.07,Other
4465,149,2024-06-11,4243.71,Bank Transfer
4466,313,2026-02-18,1843.87,Bank Transfer
4467,473,2025-09-23,936.98,Insurance
4468,199,2025-04-23,3365.17,Insurance
4469,232,2024-11-19,1176.16,Other
4470,210,2025-02-22,2824.70,Cash
4471,160,2024-12-16,4996.03,Credit Card
4472,387,2025-08-28,4137.34,Bank Transfer
4473,418,2024-03-30,4925.90,Credit Card
4474,381,2024-07-26,2467.71,Credit Card
4475,412,2024-06-26,4820.20,Bank Transfer
4476,430,2024-02-23,2626.23,Other
4477,326,2024-11-02,1585.19,Other
4478,293,2024-03-02,3851.26,Credit Card
4479,13,2025-06-17,1518.39,Insurance
4480,120,2024-12-31,3070.42,Cash
4481,293,2024-05-10,510.70,Insurance
4482,343,2025-06-03,2168.61,Bank Transfer
4483,361,2024-10-09,3572.05,Credit Card
4484,289,2025-03-19,442.49,Credit Card
4485,7,2026-03-19,4810.04,Credit Card
4486,346,2025-06-06,2264.41,Cash
4487,62,2025-08-11,285.94,Credit Card
4488,147,2025-03-12,4988.60,Bank Transfer
4489,78,2024-03-08,3160.16,Credit Card
4490,447,2024-06-04,1796.11,Credit Card
4491,130,2024-10-24,1133.54,Insurance
4492,410,2024-06-05,4199.90,Credit Card
4493,371,2024-02-08,2148.02,Bank Transfer
4494,134,2025-01-10,4590.67,Insurance
4495,401,2025-05-22,316.68,Credit Card
4496,226,2024-02-19,2227.24,Cash
4497,423,2024-02-22,2851.58,Bank Transfer
4498,498,2026-01-03,4402.54,Insurance
4499,398,2024-12-27,1206.53,Other
4500,451,2025-06-25,4763.07,Credit Card
4501,176,2026-03-04,3518.27,Other
4502,131,2025-12-05,1069.05,Cash
4503,500,2024-04-15,2404.09,Cash
4504,432,2025-11-23,3458.86,Other
4505,180,2025-12-14,3230.30,Other
4506,55,2025-12-05,359.79,Insurance
4507,432,2025-07-13,450.35,Other
4508,250,2024-12-02,4584.38,Other
4509,390,2024-03-31,1829.14,Other
4510,404,2024-05-02,2665.99,Insurance
4511,72,2024-08-29,3030.02,Insurance
4512,266,2024-09-30,332.30,Insurance
4513,35,2025-08-11,1852.06,Cash
4514,177,2025-02-15,4934.47,Credit Card
4515,390,2024-04-18,97.37,Cash
4516,425,2024-01-20,1328.88,Insurance
4517,362,2026-03-14,396.37,Other
4518,387,2024-10-25,270.57,Bank Transfer
4519,459,2025-03-19,2603.75,Other
4520,20,2024-02-26,1008.76,Insurance
4521,472,2024-01-05,4449.37,Insurance
4522,481,2024-03-05,4634.91,Bank Transfer
4523,217,2024-07-29,2965.90,Cash
4524,73,2026-03-20,4309.67,Bank Transfer
4525,89,2024-08-10,2380.76,Other
4526,100,2025-04-01,4927.73,Insurance
4527,71,2024-08-30,597.78,Bank Transfer
4528,242,2024-01-05,4997.59,Credit Card
4529,202,2025-12-02,139.12,Bank Transfer
4530,453,2025-02-20,4524.44,Credit Card
4531,320,2024-05-11,2044.58,Other
4532,84,2024-08-27,1969.23,Cash
4533,49,2024-08-25,1481.07,Cash
4534,129,2026-01-02,2571.73,Insurance
4535,224,2024-08-22,204.11,Other
4536,257,2025-02-07,4998.09,Other
4537,57,2024-03-24,2777.35,Credit Card
4538,62,2025-08-25,1983.60,Other
4539,279,2024-12-03,1000.86,Other
4540,36,2024-07-15,3713.20,Other
4541,96,2025-11-20,2169.93,Insurance
4542,466,2026-01-21,1445.21,Other
4543,471,2025-06-19,4315.22,Other
4544,462,2024-05-24,1520.22,Other
4545,458,2024-05-07,3058.80,Insurance
4546,274,2024-04-25,3632.69,Credit Card
4547,291,2024-05-03,3951.14,Credit Card
4548,102,2026-02-19,694.13,Other
4549,81,2025-10-20,3823.31,Other
4550,94,2025-12-21,3512.75,Insurance
4551,164,2024-11-09,508.74,Credit Card
4552,452,2025-06-26,2387.75,Bank Transfer
4553,473,2024-11-22,1463.79,Bank Transfer
4554,14,2024-12-09,3461.49,Insurance
4555,166,2024-12-26,1001.19,Bank Transfer
4556,58,2024-07-25,2134.03,Other
4557,21,2025-05-03,219.35,Credit Card
4558,372,2025-10-18,1531.89,Other
4559,486,2024-04-30,1423.23,Cash
4560,7,2025-12-07,2375.16,Cash
4561,242,2025-07-18,2322.66,Other
4562,216,2025-05-22,3766.75,Credit Card
4563,353,2025-01-26,4580.34,Cash
4564,142,2026-03-05,4761.57,Bank Transfer
4565,176,2025-05-25,3052.73,Credit Card
4566,255,2025-01-13,1189.69,Credit Card
4567,233,2024-07-31,872.59,Insurance
4568,435,2025-12-05,2898.69,Bank Transfer
4569,103,2025-04-06,778.79,Bank Transfer
4570,141,2025-08-06,4749.31,Cash
4571,84,2024-06-11,1919.46,Other
4572,162,2024-03-15,1486.01,Credit Card
4573,214,2025-09-03,852.86,Cash
4574,31,2025-08-16,527.17,Credit Card
4575,178,2026-01-05,4042.53,Bank Transfer
4576,121,2024-11-15,3735.11,Cash
4577,69,2025-09-07,2448.11,Cash
4578,261,2025-08-12,1805.44,Other
4579,402,2025-12-24,3065.78,Cash
4580,481,2025-03-21,3334.33,Cash
4581,40,2024-07-29,4950.69,Insurance
4582,138,2025-07-21,2894.93,Insurance
4583,286,2024-05-13,2170.89,Credit Card
4584,464,2025-05-17,1932.22,Credit Card
4585,135,2025-02-11,392.76,Bank Transfer
4586,369,2025-08-08,3168.17,Credit Card
4587,58,2025-07-12,4543.93,Bank Transfer
4588,342,2024-11-03,3895.15,Other
4589,146,2024-01-27,1671.60,Bank Transfer
4590,402,2024-04-15,1700.55,Bank Transfer
4591,310,2024-01-14,2075.26,Cash
4592,125,2024-12-04,2128.15,Credit Card
4593,237,2024-01-11,4460.50,Cash
4594,10,2025-11-03,1841.87,Cash
4595,395,2025-09-05,540.34,Cash
4596,499,2025-09-26,3162.23,Credit Card
4597,226,2024-06-01,2802.55,Cash
4598,237,2025-05-09,4977.95,Bank Transfer
4599,4,2025-07-25,3095.24,Other
4600,160,2025-04-29,2908.34,Bank Transfer
4601,337,2024-08-05,420.78,Cash
4602,186,2026-01-25,4299.62,Bank Transfer
4603,484,2026-02-04,367.22,Bank Transfer
4604,110,2026-02-02,1257.63,Other
4605,271,2024-05-13,2621.75,Credit Card
4606,198,2026-03-19,4183.44,Cash
4607,21,2025-08-30,2302.84,Cash
4608,436,2025-07-19,2763.56,Other
4609,402,2024-05-20,3858.32,Insurance
4610,374,2024-12-27,2473.23,Cash
4611,301,2025-11-21,4993.46,Other
4612,236,2024-07-10,3187.73,Credit Card
4613,27,2025-12-04,2223.77,Bank Transfer
4614,425,2025-04-29,4152.64,Insurance
4615,424,2025-10-27,515.92,Bank Transfer
4616,441,2025-07-21,1298.23,Credit Card
4617,428,2024-01-07,233.22,Other
4618,105,2024-06-13,862.28,Insurance
4619,150,2025-02-15,930.64,Insurance
4620,334,2025-03-14,2466.16,Other
4621,499,2025-05-28,1239.97,Cash
4622,304,2025-10-04,1560.90,Cash
4623,371,2024-01-30,948.78,Other
4624,360,2025-11-14,3505.43,Credit Card
4625,306,2025-02-16,1046.17,Other
4626,352,2024-01-05,924.37,Bank Transfer
4627,388,2025-09-02,4366.86,Credit Card
4628,427,2026-02-23,2817.90,Credit Card
4629,39,2024-12-20,581.14,Credit Card
4630,87,2026-01-31,2182.61,Other
4631,44,2025-12-17,3929.11,Insurance
4632,90,2025-08-18,4787.44,Credit Card
4633,177,2025-04-24,2679.67,Insurance
4634,120,2025-03-01,2679.52,Credit Card
4635,114,2024-01-18,1660.67,Credit Card
4636,77,2024-12-01,735.03,Cash
4637,21,2024-03-11,3193.73,Other
4638,328,2024-04-19,4448.42,Credit Card
4639,470,2024-01-17,2426.80,Other
4640,270,2025-07-28,3304.24,Cash
4641,323,2024-05-25,873.97,Credit Card
4642,136,2025-10-02,1034.14,Insurance
4643,180,2024-05-10,4751.26,Cash
4644,31,2024-03-20,207.10,Bank Transfer
4645,171,2024-07-01,4544.17,Cash
4646,372,2024-12-22,3534.18,Cash
4647,302,2025-08-13,445.89,Other
4648,322,2026-01-11,2334.45,Bank Transfer
4649,259,2024-01-29,2577.71,Bank Transfer
4650,322,2024-05-06,462.39,Cash
4651,429,2024-11-26,165.09,Bank Transfer
4652,55,2024-06-18,4140.09,Bank Transfer
4653,31,2024-03-18,611.98,Credit Card
4654,464,2025-05-30,2305.31,Bank Transfer
4655,31,2025-06-17,949.44,Insurance
4656,411,2024-02-12,1015.83,Cash
4657,302,2025-05-11,1269.11,Cash
4658,225,2025-09-23,2967.48,Bank Transfer
4659,310,2024-09-03,2489.62,Cash
4660,308,2024-04-05,206.00,Bank Transfer
4661,57,2024-11-06,655.22,Insurance
4662,361,2025-07-04,2533.35,Cash
4663,404,2025-05-21,1624.41,Insurance
4664,33,2024-02-13,2851.80,Other
4665,117,2024-10-29,2720.26,Credit Card
4666,174,2025-09-02,373.84,Credit Card
4667,240,2024-12-09,4385.66,Insurance
4668,382,2024-07-08,1540.82,Insurance
4669,315,2025-09-24,3729.31,Bank Transfer
4670,94,2026-02-22,1186.29,Credit Card
4671,482,2026-01-19,3319.51,Bank Transfer
4672,244,2024-12-11,116.86,Other
4673,436,2024-03-12,4473.92,Other
4674,99,2024-12-30,3669.39,Credit Card
4675,471,2025-10-24,1916.84,Bank Transfer
4676,432,2024-02-05,4928.49,Bank Transfer
4677,271,2024-12-04,2554.67,Cash
4678,52,2025-07-12,1886.97,Insurance
4679,244,2024-03-27,2380.94,Cash
4680,227,2025-04-07,1836.18,Insurance
4681,460,2025-03-19,4551.50,Insurance
4682,37,2024-02-29,4261.97,Insurance
4683,53,2024-02-04,1461.05,Cash
4684,128,2024-01-22,2390.21,Bank Transfer
4685,120,2025-07-29,1983.10,Credit Card
4686,440,2025-05-27,374.21,Other
4687,425,2025-04-23,2704.99,Cash
4688,370,2025-04-23,4658.74,Other
4689,197,2024-04-29,4599.73,Insurance
4690,310,2024-01-01,357.38,Other
4691,163,2024-09-08,1340.04,Insurance
4692,168,2024-11-18,350.81,Insurance
4693,153,2025-06-21,542.31,Bank Transfer
4694,475,2024-11-09,1223.04,Other
4695,135,2024-10-14,2083.05,Other
4696,87,2025-02-13,2024.34,Insurance
4697,395,2024-08-09,3004.50,Bank Transfer
4698,50,2025-08-22,4824.29,Other
4699,56,2026-01-01,4131.09,Other
4700,451,2024-08-26,983.63,Other
4701,331,2024-11-07,4749.03,Bank Transfer
4702,469,2024-12-11,4513.76,Other
4703,380,2025-09-24,838.00,Insurance
4704,242,2025-11-25,2296.63,Credit Card
4705,190,2025-06-30,3106.38,Insurance
4706,61,2025-02-05,165.47,Cash
4707,105,2024-04-16,626.95,Insurance
4708,257,2025-03-31,384.12,Other
4709,242,2025-11-05,3048.00,Insurance
4710,341,2025-12-26,2646.16,Other
4711,85,2025-08-08,4276.68,Cash
4712,295,2024-02-28,4617.11,Insurance
4713,488,2025-04-28,746.83,Bank Transfer
4714,284,2024-11-01,290.78,Cash
4715,311,2025-10-18,76.46,Insurance
4716,484,2024-07-10,3185.31,Cash
4717,300,2026-02-27,1395.83,Insurance
4718,342,2025-02-08,68.52,Cash
4719,214,2025-06-13,2856.92,Credit Card
4720,418,2025-01-07,3717.77,Credit Card
4721,442,2025-06-01,2628.38,Other
4722,234,2024-07-21,2327.33,Other
4723,135,2024-01-27,2237.54,Cash
4724,135,2024-04-27,2928.44,Credit Card
4725,138,2024-05-03,2081.04,Cash
4726,254,2025-04-03,4993.84,Credit Card
4727,484,2025-05-25,2871.92,Insurance
4728,390,2024-08-22,209.24,Cash
4729,169,2024-08-17,4058.88,Credit Card
4730,390,2024-02-27,623.67,Other
4731,83,2024-12-03,665.36,Other
4732,219,2024-10-15,2268.11,Bank Transfer
4733,271,2025-01-16,3717.23,Bank Transfer
4734,24,2024-06-23,1060.58,Credit Card
4735,400,2025-04-05,4852.69,Bank Transfer
4736,364,2024-10-04,4202.14,Cash
4737,438,2024-12-18,4568.93,Bank Transfer
4738,27,2024-08-11,4113.53,Cash
4739,166,2026-01-24,3553.03,Cash
4740,6,2025-05-10,1320.43,Other
4741,114,2025-06-06,787.37,Other
4742,75,2024-02-26,455.32,Cash
4743,74,2026-01-04,4899.80,Cash
4744,467,2024-11-22,4045.20,Insurance
4745,480,2024-06-26,287.64,Insurance
4746,351,2025-04-28,2884.20,Insurance
4747,161,2025-11-26,2339.13,Other
4748,222,2025-09-06,3936.97,Insurance
4749,73,2025-01-11,127.78,Cash
4750,224,2025-09-01,2357.90,Insurance
4751,176,2026-03-18,2597.78,Other
4752,134,2025-08-26,3496.70,Credit Card
4753,62,2025-10-09,1765.89,Cash
4754,5,2025-10-10,2810.83,Insurance
4755,263,2024-07-21,437.74,Credit Card
4756,169,2025-04-14,401.12,Other
4757,31,2025-08-28,3459.06,Insurance
4758,218,2026-01-06,596.73,Insurance
4759,185,2025-06-03,4887.66,Cash
4760,270,2026-03-12,2574.87,Credit Card
4761,412,2025-04-21,4178.56,Cash
4762,216,2024-03-10,3267.85,Insurance
4763,40,2024-05-15,4762.70,Bank Transfer
4764,353,2024-02-26,4465.67,Bank Transfer
4765,277,2024-09-28,2889.75,Other
4766,60,2025-11-17,2419.38,Other
4767,82,2025-03-05,1366.89,Cash
4768,402,2025-07-14,4785.14,Bank Transfer
4769,477,2025-11-08,1402.34,Credit Card
4770,141,2024-03-03,956.29,Other
4771,268,2024-12-08,3454.59,Bank Transfer
4772,304,2025-08-31,4802.13,Cash
4773,262,2025-04-12,2290.08,Insurance
4774,161,2025-03-23,1920.65,Credit Card
4775,161,2025-05-16,2930.07,Credit Card
4776,425,2026-01-28,2562.38,Other
4777,218,2026-02-17,2623.06,Credit Card
4778,32,2024-01-10,2365.06,Credit Card
4779,284,2026-01-21,3440.30,Bank Transfer
4780,455,2024-10-23,1205.01,Cash
4781,55,2024-05-05,704.34,Insurance
4782,416,2025-09-01,2946.31,Other
4783,312,2025-04-15,3258.44,Credit Card
4784,135,2025-08-08,4605.08,Insurance
4785,47,2025-09-17,3908.40,Credit Card
4786,159,2025-07-01,2497.47,Insurance
4787,23,2024-04-08,1148.05,Cash
4788,366,2025-10-01,2689.52,Insurance
4789,68,2024-09-24,1849.71,Cash
4790,471,2024-05-06,4574.17,Insurance
4791,55,2025-07-12,4726.28,Insurance
4792,172,2024-05-17,942.73,Insurance
4793,60,2025-12-09,96.19,Other
4794,134,2025-02-23,2144.65,Insurance
4795,183,2025-03-03,1862.57,Bank Transfer
4796,17,2024-10-17,958.92,Other
4797,43,2025-10-22,357.73,Insurance
4798,137,2025-08-20,4709.75,Credit Card
4799,218,2024-11-02,1847.45,Insurance
4800,500,2024-03-16,839.95,Cash
4801,360,2024-06-14,1532.02,Other
4802,374,2025-04-01,2191.31,Bank Transfer
4803,39,2024-11-25,1791.22,Credit Card
4804,63,2025-11-25,1277.78,Cash
4805,357,2025-09-28,460.94,Other
4806,194,2025-06-22,4591.76,Other
4807,447,2025-12-19,4437.46,Credit Card
4808,404,2025-05-28,841.15,Insurance
4809,222,2025-05-12,3638.22,Credit Card
4810,397,2024-01-17,2501.89,Cash
4811,395,2025-10-20,429.92,Bank Transfer
4812,15,2025-10-19,3573.34,Credit Card
4813,209,2025-02-26,2620.79,Other
4814,148,2025-09-14,1475.70,Credit Card
4815,254,2025-07-27,1067.59,Insurance
4816,247,2024-10-12,1517.06,Credit Card
4817,87,2024-10-23,1692.16,Cash
4818,487,2025-08-09,4543.90,Bank Transfer
4819,139,2025-08-02,3813.44,Insurance
4820,277,2024-09-16,2404.31,Insurance
4821,352,2025-02-15,260.27,Cash
4822,471,2026-01-18,911.57,Other
4823,48,2025-05-04,2524.56,Insurance
4824,47,2025-01-29,4909.90,Other
4825,499,2024-10-20,1394.85,Credit Card
4826,331,2025-07-28,981.38,Insurance
4827,110,2024-06-26,1396.84,Cash
4828,463,2024-01-12,1585.88,Other
4829,349,2025-11-04,4760.77,Bank Transfer
4830,482,2026-01-10,3564.37,Insurance
4831,487,2024-04-28,867.85,Cash
4832,226,2024-08-25,4898.05,Cash
4833,197,2025-07-22,260.94,Cash
4834,195,2025-07-28,947.28,Credit Card
4835,126,2025-09-25,3190.51,Insurance
4836,327,2025-03-24,1989.17,Insurance
4837,496,2024-11-23,1030.28,Other
4838,291,2025-08-03,2705.20,Other
4839,52,2025-07-18,2428.08,Bank Transfer
4840,311,2025-08-10,303.66,Other
4841,272,2024-11-03,4709.82,Other
4842,390,2025-10-25,3799.41,Bank Transfer
4843,263,2024-07-06,1414.52,Bank Transfer
4844,350,2026-02-28,620.67,Other
4845,268,2024-01-05,4213.12,Bank Transfer
4846,206,2025-04-07,276.02,Cash
4847,217,2024-04-19,3768.14,Other
4848,110,2025-07-06,3977.83,Insurance
4849,123,2025-06-07,411.05,Insurance
4850,126,2025-05-25,4255.51,Insurance
4851,87,2024-03-13,2832.22,Cash
4852,288,2024-05-10,727.53,Cash
4853,205,2024-09-11,1568.25,Bank Transfer
4854,145,2025-02-03,1464.08,Other
4855,499,2024-11-30,4951.38,Other
4856,11,2026-02-12,603.85,Bank Transfer
4857,499,2024-06-23,4111.69,Cash
4858,358,2024-01-09,407.24,Bank Transfer
4859,186,2024-01-26,1499.84,Credit Card
4860,167,2025-04-05,2763.57,Bank Transfer
4861,48,2024-06-03,4787.35,Insurance
4862,13,2024-03-18,4204.78,Bank Transfer
4863,123,2024-07-17,4798.05,Other
4864,254,2025-09-03,4635.81,Other
4865,123,2025-08-23,883.69,Cash
4866,466,2024-06-06,4126.60,Other
4867,345,2024-05-06,3682.09,Cash
4868,336,2025-07-20,4792.78,Bank Transfer
4869,457,2025-10-30,3988.80,Cash
4870,401,2025-05-22,1297.53,Credit Card
4871,198,2024-06-17,2706.14,Bank Transfer
4872,109,2024-06-20,4797.65,Insurance
4873,197,2024-02-12,4787.86,Credit Card
4874,164,2025-01-21,2395.77,Credit Card
4875,304,2024-10-12,1403.52,Credit Card
4876,147,2025-05-07,902.57,Credit Card
4877,81,2025-03-09,1468.47,Insurance
4878,77,2025-05-28,4328.27,Credit Card
4879,113,2024-11-08,3745.80,Credit Card
4880,324,2025-01-22,267.79,Credit Card
4881,93,2024-05-19,792.25,Insurance
4882,170,2025-01-19,546.50,Bank Transfer
4883,271,2024-08-07,1560.76,Bank Transfer
4884,344,2024-03-14,4108.39,Credit Card
4885,13,2025-09-30,4073.08,Other
4886,411,2025-12-13,464.46,Other
4887,385,2024-03-26,3605.73,Other
4888,364,2024-05-26,1480.45,Credit Card
4889,144,2024-04-22,4071.85,Credit Card
4890,307,2025-03-23,4906.81,Bank Transfer
4891,416,2025-09-08,2486.78,Credit Card
4892,71,2025-06-09,3495.33,Credit Card
4893,77,2024-02-01,3815.89,Credit Card
4894,302,2025-05-16,3853.25,Other
4895,281,2024-02-06,4097.35,Other
4896,91,2025-09-17,1191.00,Insurance
4897,225,2025-06-30,1870.35,Cash
4898,142,2024-12-23,1750.95,Other
4899,160,2024-10-17,1403.17,Bank Transfer
4900,73,2026-03-14,4979.16,Insurance
4901,472,2024-08-15,2471.82,Insurance
4902,288,2024-07-11,859.72,Credit Card
4903,105,2024-09-16,2688.29,Credit Card
4904,249,2025-11-20,1797.31,Insurance
4905,327,2025-10-09,4255.30,Credit Card
4906,253,2025-07-08,1734.36,Credit Card
4907,497,2025-08-31,1019.69,Cash
4908,55,2025-02-02,1683.00,Cash
4909,75,2025-03-06,1298.74,Insurance
4910,356,2026-01-30,3096.13,Insurance
4911,467,2024-12-26,4204.36,Cash
4912,182,2025-05-04,580.02,Insurance
4913,48,2025-01-05,3129.29,Cash
4914,334,2025-07-06,1154.36,Credit Card
4915,405,2024-08-19,1199.90,Insurance
4916,86,2026-03-01,3179.86,Bank Transfer
4917,173,2024-01-18,655.85,Bank Transfer
4918,391,2025-07-18,1560.17,Cash
4919,362,2026-01-17,1251.72,Bank Transfer
4920,43,2024-03-20,4482.01,Insurance
4921,99,2025-11-08,737.41,Credit Card
4922,68,2024-02-02,460.96,Insurance
4923,117,2025-07-07,4992.02,Credit Card
4924,323,2025-03-16,3884.56,Cash
4925,493,2025-02-10,2717.78,Other
4926,357,2026-02-02,3231.05,Insurance
4927,118,2024-01-01,3762.75,Cash
