item_id,invoice_id,service_name,cost
5634,479,X-Ray,264.16
5635,370,ECG,1067.96
5636,354,MRI Scan,580.03
5637,338,Physical Examination,1608.95
5638,383,Ultrasound,89.58
5639,291,MRI Scan,520.39
5640,145,Hospital Stay,1628.93
5641,388,Physical Examination,1718.91
5642,295,Physical Examination,1847.56
5643,322,CT Scan,1956.03
5644,2,X-Ray,1919.31
5645,168,Physical Examination,868.47
5646,175,Blood Test,987.99
5647,96,MRI Scan,1478.61
5648,370,Ultrasound,539.78
5649,412,Hospital Stay,1193.08
5650,322,Ultrasound,1356.18
5651,492,Medication Charge,1152.17
5652,183,MRI Scan,790.85
5653,320,Consultation,1786.00
5654,167,Blood Test,1722.70
5655,183,CT Scan,1529.91
5656,273,ECG,1011.64
5657,221,Physical Examination,82.04
5658,40,MRI Scan,1152.06
5659,71,Consultation,850.93
5660,23,Consultation,960.81
5661,274,MRI Scan,250.10
5662,500,Physical Examination,910.50
5663,70,Consultation,1489.15
5664,112,ECG,238.87
5665,132,Blood Test,1840.50
5666,210,MRI Scan,1983.07
5667,330,Medication Charge,1785.11
5668,458,Consultation,232.29
5669,473,Consultation,1242.96
5670,48,Hospital Stay,1592.64
5671,275,Consultation,136.13
5672,353,Hospital Stay,1105.10
5673,337,Blood Test,1856.15
5674,251,Consultation,1601.66
5675,455,ECG,245.18
5676,258,Medication Charge,497.19
5677,295,Hospital Stay,50.18
5678,357,ECG,1872.58
5679,386,CT Scan,1134.76
5680,85,Blood Test,1490.86
5681,322,Medication Charge,91.65
5682,141,Consultation,385.53
5683,81,Consultation,1488.08
5684,376,X-Ray,431.92
5685,108,Consultation,308.62
5686,236,Blood Test,1340.24
5687,116,Medication Charge,312.30
5688,61,Consultation,764.95
5689,388,Hospital Stay,1677.76
5690,222,X-Ray,1391.44
5691,427,X-Ray,973.77
5692,4,X-Ray,780.34
5693,273,X-Ray,1384.66
5694,458,Ultrasound,261.62
5695,392,X-Ray,462.98
5696,79,Ultrasound,261.46
5697,118,X-Ray,568.97
5698,267,Physical Examination,1773.47
5699,272,Medication Charge,1803.00
5700,470,Medication Charge,1969.59
5701,454,CT Scan,356.92
5702,305,Physical Examination,1338.01
5703,111,CT Scan,878.53
5704,313,CT Scan,594.39
5705,134,Medication Charge,467.59
5706,376,Blood Test,432.73
5707,152,Ultrasound,1556.49
5708,239,MRI Scan,1755.71
5709,60,X-Ray,1806.62
5710,118,Physical Examination,1901.65
5711,58,Physical Examination,984.68
5712,466,Medication Charge,1439.28
5713,419,X-Ray,153.02
5714,93,Physical Examination,1757.81
5715,410,X-Ray,518.94
5716,26,Physical Examination,1723.69
5717,279,MRI Scan,520.91
5718,283,MRI Scan,711.27
5719,276,MRI Scan,556.33
5720,171,Physical Examination,315.55
5721,92,Blood Test,884.06
5722,436,Consultation,322.44
5723,405,Consultation,1412.61
5724,46,Physical Examination,338.25
5725,227,MRI Scan,873.14
5726,325,Physical Examination,206.31
5727,390,ECG,948.75
5728,349,Hospital Stay,1985.87
5729,173,Blood Test,114.56
5730,6,Blood Test,1561.84
5731,354,Blood Test,1732.63
5732,371,Blood Test,213.09
5733,85,Medication Charge,208.07
5734,353,Consultation,987.52
5735,413,MRI Scan,906.01
5736,458,Physical Examination,1312.72
5737,30,Medication Charge,100.39
5738,77,ECG,660.05
5739,345,MRI Scan,1599.64
5740,259,Hospital Stay,1517.43
5741,134,X-Ray,215.83
5742,417,X-Ray,1220.68
5743,296,Physical Examination,979.72
5744,252,Physical Examination,1824.99
5745,40,X-Ray,392.66
5746,391,Hospital Stay,1027.76
5747,404,Blood Test,662.52
5748,241,Blood Test,1038.93
5749,240,Blood Test,136.09
5750,26,Blood Test,1340.97
5751,454,Consultation,786.90
5752,326,ECG,222.94
5753,371,Physical Examination,586.40
5754,77,Ultrasound,786.56
5755,63,Consultation,855.30
5756,409,Hospital Stay,1047.78
5757,165,ECG,1339.58
5758,188,Hospital Stay,1652.08
5759,402,Medication Charge,781.88
5760,22,Physical Examination,1442.86
5761,321,CT Scan,153.42
5762,107,Consultation,849.86
5763,439,Medication Charge,1138.61
5764,317,ECG,1583.72
5765,9,Medication Charge,1568.30
5766,488,Physical Examination,410.29
5767,34,Blood Test,572.23
5768,25,MRI Scan,1737.24
5769,130,Physical Examination,292.32
5770,285,Physical Examination,1490.09
5771,134,Hospital Stay,1926.20
5772,330,X-Ray,1117.58
5773,243,CT Scan,1766.89
5774,128,Physical Examination,428.02
5775,368,Consultation,1080.23
5776,33,Ultrasound,572.21
5777,80,MRI Scan,325.93
5778,205,Medication Charge,1371.91
5779,372,X-Ray,1067.36
5780,331,Hospital Stay,844.90
5781,82,Blood Test,523.30
5782,215,X-Ray,768.10
5783,372,Physical Examination,890.23
5784,54,Hospital Stay,1923.51
5785,129,MRI Scan,950.83
5786,21,Ultrasound,618.67
5787,324,Ultrasound,355.51
5788,485,ECG,1527.43
5789,444,Blood Test,413.85
5790,404,Consultation,1456.19
5791,189,ECG,1109.76
5792,96,Hospital Stay,423.76
5793,444,Blood Test,1353.90
5794,241,Ultrasound,650.07
5795,406,Hospital Stay,1733.01
5796,263,Medication Charge,1921.94
5797,272,Physical Examination,1836.74
5798,12,Consultation,1475.02
5799,189,Consultation,1134.38
5800,257,Physical Examination,397.99
5801,142,ECG,1464.71
5802,69,CT Scan,1239.69
5803,357,Blood Test,1363.67
5804,175,Blood Test,614.91
5805,328,Blood Test,1986.60
5806,150,Consultation,449.05
5807,111,Consultation,1940.98
5808,422,ECG,428.94
5809,270,Hospital Stay,1194.89
5810,453,MRI Scan,819.70
5811,114,X-Ray,1621.60
5812,47,MRI Scan,1437.05
5813,233,Physical Examination,959.58
5814,450,MRI Scan,1111.54
5815,311,Consultation,520.14
5816,47,Consultation,1010.53
5817,69,Ultrasound,1305.86
5818,116,Blood Test,1770.65
5819,438,Blood Test,1460.55
5820,490,MRI Scan,1840.35
5821,314,Physical Examination,1018.50
5822,493,ECG,1983.27
5823,49,CT Scan,1923.44
5824,440,Ultrasound,1568.88
5825,369,Physical Examination,1789.06
5826,6,X-Ray,456.97
5827,14,Blood Test,1192.88
5828,172,Ultrasound,268.43
5829,66,Medication Charge,1071.55
5830,7,Consultation,1392.37
5831,171,CT Scan,1291.83
5832,255,Hospital Stay,1472.06
5833,422,Medication Charge,283.42
5834,372,Ultrasound,1837.51
5835,452,Medication Charge,1376.24
5836,201,ECG,1239.00
5837,178,X-Ray,1777.47
5838,40,Hospital Stay,1227.20
5839,414,MRI Scan,1748.14
5840,328,Medication Charge,609.33
5841,277,Hospital Stay,490.40
5842,204,Physical Examination,980.83
5843,430,Blood Test,1193.79
5844,388,Ultrasound,429.68
5845,418,X-Ray,1886.12
5846,311,Medication Charge,1036.41
5847,38,Consultation,930.02
5848,172,ECG,865.62
5849,48,Hospital Stay,1870.87
5850,357,Hospital Stay,303.60
5851,275,Ultrasound,1884.30
5852,22,ECG,1279.43
5853,399,ECG,513.41
5854,480,Ultrasound,885.91
5855,495,Blood Test,1062.71
5856,50,MRI Scan,1505.37
5857,219,Blood Test,1880.75
5858,484,Consultation,1755.92
5859,29,Physical Examination,1775.63
5860,185,Ultrasound,825.77
5861,312,MRI Scan,1645.44
5862,391,Blood Test,803.25
5863,351,CT Scan,191.72
5864,482,Consultation,244.89
5865,90,Consultation,545.35
5866,175,ECG,151.50
5867,221,Physical Examination,1123.07
5868,224,Medication Charge,262.11
5869,321,CT Scan,877.72
5870,288,X-Ray,1261.30
5871,269,Hospital Stay,616.28
5872,494,Blood Test,275.87
5873,156,Physical Examination,59.67
5874,271,CT Scan,1571.47
5875,176,Hospital Stay,512.98
5876,442,Physical Examination,1486.48
5877,271,X-Ray,844.54
5878,109,Consultation,1308.01
5879,315,MRI Scan,154.13
5880,342,ECG,930.49
5881,356,Blood Test,1231.08
5882,25,Physical Examination,768.07
5883,290,Medication Charge,1429.72
5884,412,Hospital Stay,607.24
5885,94,Blood Test,1443.57
5886,232,Hospital Stay,1186.65
5887,85,Ultrasound,1524.63
5888,362,Medication Charge,1266.36
5889,321,Ultrasound,1544.93
5890,294,Ultrasound,1745.68
5891,337,Hospital Stay,1669.05
5892,329,Medication Charge,1531.01
5893,382,CT Scan,224.83
5894,268,Hospital Stay,333.10
5895,402,ECG,1179.60
5896,327,Medication Charge,533.99
5897,170,Medication Charge,250.74
5898,11,Physical Examination,1780.31
5899,292,Medication Charge,1594.98
5900,439,Consultation,1908.91
5901,456,Consultation,261.29
5902,430,Consultation,624.14
5903,73,Ultrasound,838.21
5904,287,Blood Test,845.25
5905,359,Blood Test,1980.54
5906,243,X-Ray,826.09
5907,61,CT Scan,1539.39
5908,498,Blood Test,1301.78
5909,90,Consultation,653.53
5910,483,Consultation,1063.99
5911,113,ECG,1356.79
5912,309,ECG,1317.87
5913,461,Physical Examination,320.12
5914,460,Physical Examination,1526.17
5915,429,Hospital Stay,1664.63
5916,460,ECG,1922.04
5917,455,MRI Scan,1964.12
5918,462,Medication Charge,1239.51
5919,175,Blood Test,1121.04
5920,435,X-Ray,842.15
5921,391,ECG,1111.78
5922,76,Ultrasound,1338.79
5923,48,Physical Examination,795.75
5924,194,ECG,843.50
5925,38,Consultation,79.12
5926,247,Ultrasound,241.59
5927,426,X-Ray,1544.66
5928,414,Physical Examination,661.70
5929,173,MRI Scan,541.26
5930,99,Hospital Stay,827.41
5931,77,Consultation,1195.84
5932,396,Hospital Stay,1707.04
5933,140,Blood Test,1716.54
5934,427,X-Ray,982.91
5935,115,Blood Test,62.70
5936,437,Physical Examination,896.78
5937,201,Ultrasound,172.08
5938,29,MRI Scan,1675.74
5939,391,Ultrasound,1032.60
5940,39,MRI Scan,1353.21
5941,417,Medication Charge,702.94
5942,497,Blood Test,143.44
5943,34,Ultrasound,1079.23
5944,314,Hospital Stay,206.20
5945,323,Medication Charge,192.67
5946,378,ECG,155.93
5947,209,X-Ray,1732.65
5948,268,Consultation,1750.09
5949,487,CT Scan,1302.04
5950,322,X-Ray,148.08
5951,189,Consultation,1293.13
5952,139,Blood Test,1796.65
5953,226,CT Scan,1217.73
5954,201,X-Ray,163.45
5955,483,CT Scan,1776.60
5956,372,Ultrasound,1537.78
5957,211,X-Ray,1212.81
5958,177,Blood Test,1133.16
5959,48,CT Scan,1463.73
5960,423,CT Scan,1849.52
5961,473,Blood Test,1964.87
5962,290,Medication Charge,180.25
5963,399,Hospital Stay,94.33
5964,480,Physical Examination,1365.53
5965,135,MRI Scan,1942.08
5966,102,Consultation,935.04
5967,46,X-Ray,1910.68
5968,161,ECG,1444.09
5969,88,Consultation,722.25
5970,493,Ultrasound,261.99
5971,279,MRI Scan,955.30
5972,105,X-Ray,1372.16
5973,41,Medication Charge,368.60
5974,195,MRI Scan,476.80
5975,217,Consultation,1659.08
5976,343,ECG,308.09
5977,254,Physical Examination,1168.20
5978,177,Ultrasound,286.47
5979,112,CT Scan,194.96
5980,342,Physical Examination,628.62
5981,136,Medication Charge,145.91
5982,493,X-Ray,1735.89
5983,166,Blood Test,324.66
5984,203,Hospital Stay,1045.02
5985,499,MRI Scan,890.76
5986,146,Blood Test,511.19
5987,105,Hospital Stay,1672.40
5988,204,CT Scan,1091.65
5989,475,X-Ray,1814.83
5990,380,CT Scan,1351.19
5991,88,X-Ray,196.60
5992,427,X-Ray,1296.17
5993,450,CT Scan,1793.82
5994,302,Physical Examination,1663.28
5995,53,Consultation,559.14
5996,477,Ultrasound,384.66
5997,280,ECG,1482.37
5998,252,Medication Charge,903.97
5999,389,Ultrasound,1739.84
6000,119,Physical Examination,523.91
6001,59,Physical Examination,395.57
6002,349,ECG,846.43
6003,174,Consultation,1166.23
6004,231,Blood Test,1011.01
6005,360,Medication Charge,1111.97
6006,326,Ultrasound,835.42
6007,475,MRI Scan,934.47
6008,359,Blood Test,835.19
6009,481,CT Scan,510.10
6010,208,Physical Examination,1570.78
6011,76,Blood Test,761.92
6012,2,Ultrasound,1104.21
6013,44,X-Ray,401.88
6014,323,ECG,689.39
6015,82,MRI Scan,1984.69
6016,348,ECG,78.92
6017,172,Physical Examination,1978.30
6018,480,MRI Scan,1389.16
6019,208,Medication Charge,343.16
6020,38,Physical Examination,1320.04
6021,480,X-Ray,191.87
6022,293,X-Ray,688.42
6023,204,CT Scan,1522.18
6024,489,Blood Test,1137.18
6025,274,Hospital Stay,508.68
6026,320,Medication Charge,1106.62
6027,402,Physical Examination,1742.75
6028,488,X-Ray,297.40
6029,471,Blood Test,1709.20
6030,409,Blood Test,1905.23
6031,355,Consultation,1341.51
6032,278,Ultrasound,1951.27
6033,307,Hospital Stay,1039.35
6034,150,X-Ray,631.37
6035,311,ECG,1699.96
6036,313,Physical Examination,1129.40
6037,34,MRI Scan,602.95
6038,232,Physical Examination,1039.69
6039,493,Blood Test,1405.80
6040,226,MRI Scan,746.03
6041,92,Consultation,1795.63
6042,206,CT Scan,811.47
6043,101,Physical Examination,1549.76
6044,337,X-Ray,101.12
6045,316,CT Scan,586.06
6046,400,MRI Scan,1928.87
6047,33,CT Scan,1015.05
6048,273,CT Scan,799.73
6049,77,Medication Charge,1170.46
6050,224,Physical Examination,1019.59
6051,433,X-Ray,1682.24
6052,67,ECG,1056.43
6053,101,CT Scan,1988.67
6054,20,Physical Examination,670.60
6055,269,Blood Test,827.26
6056,96,Consultation,768.93
6057,357,Hospital Stay,1771.89
6058,340,ECG,1523.36
6059,200,Ultrasound,1468.99
6060,170,CT Scan,1159.93
6061,16,MRI Scan,377.44
6062,461,Physical Examination,393.02
6063,383,ECG,1712.34
6064,138,Hospital Stay,405.98
6065,269,Ultrasound,948.34
6066,202,Consultation,323.69
6067,424,Medication Charge,623.62
6068,327,Consultation,1286.20
6069,69,Physical Examination,1491.75
6070,434,Hospital Stay,1589.59
6071,426,Consultation,1739.27
6072,100,Physical Examination,1922.93
6073,473,Medication Charge,1872.35
6074,175,Ultrasound,370.62
6075,41,ECG,413.87
6076,390,ECG,1458.72
6077,478,CT Scan,396.90
6078,484,ECG,808.70
6079,496,Medication Charge,385.12
6080,485,Medication Charge,482.22
6081,356,Consultation,719.48
6082,312,ECG,249.33
6083,441,Physical Examination,257.11
6084,364,Ultrasound,770.00
6085,14,CT Scan,1061.92
6086,490,Ultrasound,1901.68
6087,287,ECG,80.48
6088,165,CT Scan,1557.36
6089,148,Hospital Stay,487.20
6090,100,Hospital Stay,1274.85
6091,62,Physical Examination,1657.44
6092,39,MRI Scan,1832.07
6093,307,CT Scan,371.39
6094,102,Physical Examination,1674.40
6095,171,Medication Charge,510.24
6096,407,Blood Test,217.72
6097,187,Consultation,819.33
6098,46,ECG,622.62
6099,56,ECG,1663.82
6100,104,MRI Scan,472.36
6101,89,ECG,1257.79
6102,110,Ultrasound,977.92
6103,434,Physical Examination,239.89
6104,409,Ultrasound,922.29
6105,163,Blood Test,81.31
6106,318,Hospital Stay,1907.82
6107,77,MRI Scan,602.78
6108,395,MRI Scan,118.62
6109,182,X-Ray,940.43
6110,316,Physical Examination,1898.55
6111,63,Medication Charge,1071.26
6112,288,Blood Test,1229.89
6113,428,X-Ray,1527.64
6114,4,Hospital Stay,753.92
6115,121,Physical Examination,1077.23
6116,439,ECG,834.28
6117,456,X-Ray,1873.59
6118,286,Ultrasound,861.36
6119,490,ECG,1734.87
6120,299,Physical Examination,860.25
6121,387,CT Scan,1100.88
6122,144,Hospital Stay,1732.06
6123,71,CT Scan,1426.90
6124,262,ECG,1967.15
6125,458,Hospital Stay,1105.63
6126,174,Medication Charge,872.83
6127,187,ECG,1585.84
6128,431,Medication Charge,611.66
6129,258,X-Ray,643.86
6130,315,MRI Scan,1936.89
6131,416,Ultrasound,1971.50
6132,14,X-Ray,1868.52
6133,4,Blood Test,133.61
6134,411,Hospital Stay,776.38
6135,118,Medication Charge,1312.31
6136,119,MRI Scan,1919.00
6137,68,MRI Scan,1608.66
6138,445,ECG,185.02
6139,3,ECG,712.86
6140,18,Physical Examination,447.98
6141,325,Ultrasound,1133.31
6142,94,MRI Scan,603.62
6143,146,Physical Examination,1073.34
6144,197,Ultrasound,1193.55
6145,367,CT Scan,330.94
6146,494,Consultation,874.99
6147,461,CT Scan,1452.75
6148,150,Ultrasound,341.92
6149,4,X-Ray,764.27
6150,264,X-Ray,1842.52
6151,148,Consultation,1901.92
6152,36,Physical Examination,475.96
6153,417,X-Ray,1429.75
6154,414,MRI Scan,1487.24
6155,98,MRI Scan,296.28
6156,311,X-Ray,1763.39
6157,331,Blood Test,1272.48
6158,320,MRI Scan,165.02
6159,379,Blood Test,1776.69
6160,267,Consultation,859.97
6161,251,X-Ray,447.72
6162,284,CT Scan,722.76
6163,273,X-Ray,1545.52
6164,207,Physical Examination,1427.03
6165,341,CT Scan,395.04
6166,93,ECG,986.16
6167,165,Hospital Stay,1506.31
6168,186,Physical Examination,1274.08
6169,248,X-Ray,788.87
6170,442,Medication Charge,1887.17
6171,167,X-Ray,1256.29
6172,262,CT Scan,795.70
6173,337,Physical Examination,520.12
6174,53,Ultrasound,153.54
6175,445,X-Ray,1450.66
6176,492,MRI Scan,1308.57
6177,90,MRI Scan,941.48
6178,111,Consultation,913.65
6179,368,Consultation,1855.30
6180,336,Medication Charge,1934.91
6181,490,Blood Test,685.35
6182,89,X-Ray,1174.46
6183,291,Medication Charge,467.49
6184,211,X-Ray,1912.92
6185,376,Ultrasound,1608.84
6186,337,Medication Charge,196.96
6187,156,Consultation,1128.62
6188,74,Consultation,1798.58
6189,167,ECG,1419.82
6190,126,Medication Charge,1718.61
6191,277,Consultation,674.40
6192,482,Hospital Stay,570.22
6193,63,CT Scan,1463.33
6194,238,CT Scan,476.79
6195,414,Ultrasound,615.19
6196,483,Blood Test,1163.54
6197,134,Hospital Stay,1176.34
6198,488,CT Scan,1241.87
6199,372,MRI Scan,401.90
6200,229,Medication Charge,1658.49
6201,441,Medication Charge,905.65
6202,96,Medication Charge,389.94
6203,36,X-Ray,158.10
6204,127,Medication Charge,963.60
6205,270,CT Scan,1451.59
6206,110,CT Scan,1430.44
6207,419,ECG,319.64
6208,488,Physical Examination,1894.32
6209,266,Consultation,304.80
6210,15,MRI Scan,312.70
6211,187,Ultrasound,1471.95
6212,372,Blood Test,1118.56
6213,89,Blood Test,1772.57
6214,136,Physical Examination,1003.44
6215,416,CT Scan,1061.32
6216,260,Medication Charge,904.82
6217,351,Consultation,1401.97
6218,370,ECG,1351.33
6219,183,X-Ray,511.75
6220,274,Ultrasound,1852.39
6221,409,Blood Test,443.89
6222,143,Hospital Stay,510.76
6223,199,MRI Scan,1638.61
6224,438,Medication Charge,675.43
6225,236,MRI Scan,726.43
6226,447,X-Ray,1910.48
6227,447,Medication Charge,1802.15
6228,445,MRI Scan,94.54
6229,77,Medication Charge,376.59
6230,475,Medication Charge,1511.09
6231,340,Blood Test,230.33
6232,102,CT Scan,590.51
6233,445,Physical Examination,426.06
6234,314,Consultation,1827.73
6235,296,Ultrasound,1984.75
6236,43,Consultation,1389.21
6237,256,MRI Scan,1236.96
6238,59,X-Ray,825.75
6239,325,X-Ray,1476.92
6240,60,Consultation,356.94
6241,444,CT Scan,849.72
6242,386,X-Ray,154.33
6243,311,MRI Scan,276.07
6244,196,Ultrasound,253.79
6245,468,X-Ray,131.61
6246,317,Blood Test,920.66
6247,371,ECG,1340.35
6248,474,Physical Examination,1531.91
6249,478,Consultation,436.01
6250,319,Consultation,122.19
6251,293,Consultation,891.32
6252,173,Consultation,1095.49
6253,339,X-Ray,937.92
6254,449,Hospital Stay,1564.47
6255,54,X-Ray,1540.50
6256,145,X-Ray,245.89
6257,146,Blood Test,1590.18
6258,350,Ultrasound,1269.43
6259,72,ECG,1726.70
6260,296,ECG,1964.87
6261,77,Medication Charge,609.09
6262,66,Blood Test,1687.98
6263,303,Consultation,1416.22
6264,188,ECG,1457.07
6265,430,MRI Scan,1630.41
6266,377,Blood Test,1620.46
6267,110,Medication Charge,1212.60
6268,66,Medication Charge,1018.29
6269,9,MRI Scan,496.28
6270,233,MRI Scan,326.66
6271,98,Ultrasound,1873.58
6272,282,ECG,1102.30
6273,199,Hospital Stay,1537.02
6274,67,Consultation,1700.37
6275,133,MRI Scan,1781.80
6276,399,X-Ray,100.01
6277,247,Blood Test,873.80
6278,186,Medication Charge,365.81
6279,119,Physical Examination,1014.97
6280,31,X-Ray,1218.18
6281,32,CT Scan,1451.74
6282,494,MRI Scan,890.88
6283,442,Medication Charge,93.64
6284,117,X-Ray,296.64
6285,145,Physical Examination,1317.68
6286,462,MRI Scan,717.66
6287,134,X-Ray,1664.15
6288,351,Blood Test,482.58
6289,364,Hospital Stay,113.15
6290,31,MRI Scan,82.88
6291,186,Ultrasound,1915.35
6292,289,CT Scan,768.70
6293,458,Hospital Stay,1264.67
6294,190,CT Scan,1200.74
6295,399,ECG,775.34
6296,218,X-Ray,1894.25
6297,129,CT Scan,1691.08
6298,71,Hospital Stay,950.40
6299,2,MRI Scan,136.04
6300,31,MRI Scan,1604.66
6301,264,MRI Scan,125.52
6302,14,Ultrasound,1129.99
6303,52,CT Scan,827.34
6304,391,MRI Scan,1003.52
6305,217,Physical Examination,133.12
6306,7,Physical Examination,239.99
6307,373,ECG,923.13
6308,76,Medication Charge,109.44
6309,369,MRI Scan,1949.69
6310,361,Blood Test,953.74
6311,101,Physical Examination,132.78
6312,232,MRI Scan,530.68
6313,237,Consultation,697.67
6314,497,Blood Test,1635.34
6315,148,ECG,1941.44
6316,489,Hospital Stay,1009.46
6317,103,Ultrasound,391.21
6318,361,Consultation,98.34
6319,290,Ultrasound,404.37
6320,273,Physical Examination,1368.91
6321,229,Ultrasound,1421.65
6322,306,Hospital Stay,1017.54
6323,105,MRI Scan,1144.45
6324,171,Consultation,1999.53
6325,412,Consultation,1233.58
6326,81,CT Scan,1847.84
6327,430,Ultrasound,1784.79
6328,224,X-Ray,203.92
6329,300,MRI Scan,1073.00
6330,426,X-Ray,1413.98
6331,244,Blood Test,112.57
6332,137,Ultrasound,858.87
6333,52,Hospital Stay,1931.91
6334,321,Medication Charge,98.62
6335,35,MRI Scan,148.63
6336,302,CT Scan,1349.75
6337,64,Hospital Stay,122.83
6338,384,Hospital Stay,1191.85
6339,279,Physical Examination,182.49
6340,367,Medication Charge,1526.71
6341,440,Hospital Stay,1169.63
6342,162,Consultation,1352.03
6343,363,MRI Scan,667.50
6344,89,Blood Test,548.27
6345,312,Physical Examination,123.90
6346,302,Hospital Stay,1310.84
6347,307,CT Scan,1862.06
6348,203,Medication Charge,1081.92
6349,253,Consultation,1313.65
6350,102,CT Scan,1201.12
6351,351,MRI Scan,1636.65
6352,196,Medication Charge,1135.26
6353,150,MRI Scan,851.23
6354,196,MRI Scan,339.46
6355,249,Hospital Stay,1907.47
6356,249,CT Scan,1163.48
6357,128,Consultation,1670.29
6358,391,ECG,901.94
6359,108,Physical Examination,1355.98
6360,305,Hospital Stay,1186.58
6361,467,MRI Scan,1991.56
6362,229,Blood Test,180.64
6363,422,Hospital Stay,372.03
6364,221,X-Ray,101.30
6365,240,Blood Test,1055.36
6366,420,Physical Examination,1696.29
6367,55,MRI Scan,850.95
6368,431,X-Ray,1338.47
6369,338,Blood Test,1280.11
6370,339,Hospital Stay,235.40
6371,477,Physical Examination,1890.24
6372,410,MRI Scan,508.66
6373,351,Medication Charge,1164.55
6374,305,Physical Examination,1775.65
6375,400,Medication Charge,924.73
6376,76,MRI Scan,212.83
6377,228,Blood Test,1475.37
6378,276,Physical Examination,1270.62
6379,494,Hospital Stay,1859.22
6380,261,Blood Test,1639.87
6381,436,MRI Scan,1942.49
6382,476,Ultrasound,1793.62
6383,156,Physical Examination,319.57
6384,389,MRI Scan,930.02
6385,451,ECG,1067.80
6386,378,Consultation,1163.62
6387,226,Physical Examination,778.91
6388,478,Blood Test,1101.24
6389,32,Blood Test,556.03
6390,24,Ultrasound,974.90
6391,243,MRI Scan,1666.18
6392,93,Consultation,791.49
6393,44,Hospital Stay,1211.58
6394,47,MRI Scan,1871.59
6395,262,CT Scan,1364.96
6396,303,Hospital Stay,1593.35
6397,308,Ultrasound,1141.39
6398,259,X-Ray,953.55
6399,386,Ultrasound,1178.26
6400,344,CT Scan,1345.94
6401,26,Hospital Stay,134.11
6402,182,Consultation,1441.09
6403,133,MRI Scan,1590.73
6404,217,MRI Scan,741.49
6405,23,CT Scan,1804.19
6406,329,Consultation,395.21
6407,146,Physical Examination,1138.47
6408,171,Ultrasound,740.38
6409,399,CT Scan,1183.02
6410,440,Ultrasound,404.36
6411,328,Blood Test,1775.30
6412,475,Ultrasound,1418.92
6413,145,Medication Charge,783.81
6414,280,Consultation,1454.69
6415,480,Medication Charge,887.15
6416,137,CT Scan,1047.82
6417,78,MRI Scan,915.70
6418,79,Physical Examination,709.13
6419,198,X-Ray,361.62
6420,478,ECG,1180.99
6421,125,Ultrasound,586.67
6422,280,X-Ray,50.67
6423,496,Medication Charge,1922.30
6424,399,Consultation,568.54
6425,205,Physical Examination,1408.54
6426,117,Medication Charge,130.12
6427,224,X-Ray,1970.77
6428,203,CT Scan,345.11
6429,386,Physical Examination,918.09
6430,295,MRI Scan,878.58
6431,320,MRI Scan,223.90
6432,38,Consultation,1997.49
6433,58,Medication Charge,1797.32
6434,372,Consultation,747.61
6435,387,Medication Charge,1298.19
6436,84,Consultation,1443.73
6437,56,Consultation,466.02
6438,369,Ultrasound,1794.16
6439,175,X-Ray,1962.97
6440,23,Hospital Stay,676.37
6441,262,MRI Scan,831.19
6442,400,Blood Test,1824.52
6443,185,Hospital Stay,1513.43
6444,254,X-Ray,561.26
6445,316,MRI Scan,886.39
6446,333,Blood Test,1752.43
6447,357,Hospital Stay,583.52
6448,404,Medication Charge,861.96
6449,433,MRI Scan,966.59
6450,380,CT Scan,1798.32
6451,477,MRI Scan,1556.18
6452,65,Hospital Stay,1209.37
6453,294,Physical Examination,1279.45
6454,280,Physical Examination,1915.03
6455,374,Blood Test,1739.28
6456,237,Physical Examination,333.65
6457,140,MRI Scan,913.56
6458,212,Physical Examination,1703.19
6459,54,Consultation,1687.48
6460,319,X-Ray,1842.28
6461,321,Ultrasound,1897.01
6462,280,Ultrasound,1252.11
6463,276,Medication Charge,1619.29
6464,128,Medication Charge,821.86
6465,317,Physical Examination,908.68
6466,477,Physical Examination,793.27
6467,160,MRI Scan,688.29
6468,302,Hospital Stay,1958.85
6469,412,Blood Test,265.76
6470,315,X-Ray,1458.64
6471,348,X-Ray,164.25
6472,352,CT Scan,1989.63
6473,127,Ultrasound,1783.85
6474,23,ECG,271.11
6475,243,MRI Scan,873.84
6476,373,Blood Test,492.78
6477,306,Physical Examination,1517.78
6478,285,Ultrasound,453.93
6479,161,Consultation,851.04
6480,364,X-Ray,245.02
6481,297,Hospital Stay,688.92
6482,307,Blood Test,789.02
6483,4,Blood Test,98.31
6484,336,Medication Charge,637.21
6485,70,Hospital Stay,1084.19
6486,298,Hospital Stay,398.91
6487,151,Ultrasound,1997.35
6488,350,Hospital Stay,1581.76
6489,380,Physical Examination,1246.11
6490,221,CT Scan,850.40
6491,168,Ultrasound,561.16
6492,8,Hospital Stay,663.76
6493,443,ECG,1005.56
6494,227,ECG,1098.16
6495,15,Medication Charge,928.71
6496,488,Hospital Stay,1547.61
6497,494,Consultation,424.96
6498,260,Medication Charge,106.34
6499,67,Consultation,1721.22
6500,190,Hospital Stay,1607.91
6501,449,Ultrasound,1577.39
6502,438,X-Ray,1552.33
6503,173,Hospital Stay,155.68
6504,204,ECG,1227.12
6505,178,Consultation,1854.44
6506,5,Ultrasound,362.52
6507,96,MRI Scan,391.07
6508,151,X-Ray,1928.39
6509,409,CT Scan,884.95
6510,452,CT Scan,1403.20
6511,243,Hospital Stay,832.41
6512,392,ECG,1245.88
6513,200,Blood Test,252.13
